,代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
0,sh000001,上证指数,3412.0747,48.483,1.441,3363.5915,3373.3171,3415.4126,3373.3171,185931893,216738155051
1,sh000002,Ａ股指数,3576.4299,50.871,1.443,3525.5589,3535.7696,3579.9322,3535.7696,185831374,216601183157
2,sh000003,Ｂ股指数,243.5548,1.204,0.497,242.3508,242.3281,243.7229,242.3109,86060,44728048
3,sh000004,工业指数,2984.3646,54.27,1.852,2930.0945,2938.3645,2989.0462,2938.3645,115424809,146948502709
4,sh000005,商业指数,3171.3124,30.949,0.986,3140.3635,3146.0526,3173.1833,3146.0526,11466507,14823650462
5,sh000006,地产指数,6322.0533,-0.624,-0.01,6322.6768,6345.483,6363.6199,6318.2366,1912665,1297757464
6,sh000007,公用指数,4395.2515,89.659,2.082,4305.5929,4319.1455,4400.4939,4319.1455,24064194,14340891065
7,sh000008,综合指数,3010.9933,22.809,0.763,2988.184,2997.6703,3014.4951,2997.3515,33063718,39327353351
8,sh000009,上证380,5759.3476,93.611,1.652,5665.7368,5674.003,5762.9989,5674.003,38170879,43813088471
9,sh000010,上证180,10371.3073,165.875,1.625,10205.4327,10252.1938,10388.876,10252.1938,58709887,96175824951
10,sh000011,基金指数,7169.8471,73.996,1.043,7095.8516,7106.2894,7173.857,7106.2894,91544015,33279669320
11,sh000012,国债指数,185.1407,-0.003,-0.001,185.1434,185.1598,185.1671,185.0917,64997,61300441
12,sh000013,企债指数,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
13,sh000015,红利指数,2711.8312,29.182,1.088,2682.6495,2691.1947,2717.7557,2689.1965,16184125,11314362214
14,sh000016,上证50,3521.6518,57.779,1.668,3463.8727,3483.6948,3529.2662,3480.3337,16237806,48290779922
15,sh000017,新综指,2883.7983,41.021,1.443,2842.7776,2851.0119,2886.6243,2851.0119,172602709,197257921222
16,sh000018,180金融,5652.4655,29.872,0.531,5622.5931,5646.61,5672.7163,5631.2278,18441456,20415653490
17,sh000019,治理指数,1149.6428,15.381,1.356,1134.2623,1139.1596,1151.0975,1139.1596,58440556,59654052946
18,sh000020,中型综指,1285.2708,18.88,1.491,1266.3907,1267.4849,1285.8049,1267.4849,18477074,25211254324
19,sh000021,180治理,1069.9257,14.061,1.332,1055.8644,1061.0003,1071.3964,1060.8778,35033897,43524103272
20,sh000022,沪公司债,213.4815,0.039,0.018,213.4427,213.4706,213.4822,213.4583,711634,700722578
21,sh000025,180基建,1556.5991,6.496,0.419,1550.1026,1549.9676,1563.4864,1549.8968,6915665,5003460483
22,sh000026,180资源,2710.4402,40.503,1.517,2669.9372,2673.5556,2714.009,2664.5623,7761221,9092547622
23,sh000027,180运输,956.0488,23.996,2.575,932.0528,936.7516,971.2956,936.7516,4158212,3537659830
24,sh000028,180成长,5284.7328,103.871,2.005,5180.8621,5209.6397,5302.2531,5209.6397,12393897,49901766299
25,sh000029,180价值,4184.9211,25.339,0.609,4159.5824,4175.0736,4199.0525,4170.7579,25224058,25678228203
26,sh000030,180R成长,3138.8956,68.291,2.224,3070.6042,3085.9464,3146.1397,3085.9464,38637348,80523329312
27,sh000031,180R价值,3067.5764,30.424,1.002,3037.1524,3049.2434,3071.0615,3048.8854,51467509,56299791216
28,sh000032,上证能源,1157.5765,2.078,0.18,1155.4983,1152.3134,1161.1861,1148.6217,6066611,3152683138
29,sh000033,上证材料,2658.0396,48.945,1.876,2609.0947,2624.2428,2662.8932,2617.1219,24180738,22055229339
30,sh000034,上证工业,2569.5783,64.289,2.566,2505.2892,2520.4574,2573.2727,2520.4574,15570362,21938751959
31,sh000035,上证可选,3805.308,115.038,3.117,3690.2697,3707.776,3810.9529,3707.776,8176133,12877123234
32,sh000036,上证消费,17617.701,461.007,2.687,17156.694,17204.976,17692.7266,17204.976,2774305,18218476455
33,sh000037,上证医药,9433.393,233.58,2.539,9199.8128,9239.7958,9457.0202,9227.6062,2066423,12517611939
34,sh000038,上证金融,5506.5656,31.178,0.569,5475.3875,5500.3922,5528.0489,5486.2224,13119862,15283739996
35,sh000039,上证信息,4128.062,59.222,1.456,4068.8399,4081.0173,4129.0024,4069.4851,2282966,7641406417
36,sh000040,上证电信,2894.0908,49.59,1.743,2844.5004,2855.6139,2896.5366,2853.279,1783188,2758159859
37,sh000041,上证公用,1998.1697,46.205,2.367,1951.9643,1949.0988,2007.2996,1949.0988,12676854,7819807990
38,sh000042,上证央企,1682.1561,15.033,0.902,1667.1234,1672.2287,1684.8779,1672.2287,21040448,22618177101
39,sh000043,超大盘,2828.0197,48.967,1.762,2779.0523,2792.0546,2832.8073,2790.7385,8624442,28680080315
40,sh000044,上证中盘,4110.5372,62.79,1.551,4047.7474,4058.2787,4115.7622,4058.2787,42472081,47885045029
41,sh000045,上证小盘,4541.478,72.382,1.62,4469.0955,4476.7424,4544.564,4476.7424,48306941,45213439275
42,sh000046,上证中小,4355.4438,67.778,1.581,4287.6654,4297.171,4359.0448,4297.171,90779022,93098484304
43,sh000047,上证全指,3880.0393,62.009,1.624,3818.0304,3833.1404,3885.0336,3833.1404,107016828,141389264226
44,sh000048,责任指数,1630.7255,20.895,1.298,1609.8302,1618.1048,1633.1396,1618.0484,17508439,28350710709
45,sh000049,上证民企,2597.9389,73.234,2.901,2524.7045,2538.5715,2601.8985,2537.9004,11948411,32499768176
46,sh000050,50等权,2600.326,35.236,1.374,2565.0897,2574.7451,2603.6331,2574.6332,16237806,48290779922
47,sh000051,180等权,9513.6985,141.844,1.514,9371.8546,9393.3786,9522.2009,9393.3786,58709887,96175824951
48,sh000052,50基本,3051.0537,20.824,0.687,3030.2295,3043.1418,3056.5096,3038.2151,16237806,48290779922
49,sh000053,180基本,11317.5336,94.305,0.84,11223.2287,11262.5019,11334.6383,11257.6242,58709887,96175824951
50,sh000054,上证海外,1431.5898,14.078,0.993,1417.512,1423.4981,1433.5334,1423.1085,23818344,29661246471
51,sh000055,上证地企,1494.8509,21.678,1.471,1473.1732,1480.6843,1499.0081,1479.2721,20161456,30494758388
52,sh000056,上证国企,1243.68,14.658,1.193,1229.0225,1234.1839,1246.2672,1233.801,41201903,53112935489
53,sh000057,全指成长,5491.0319,113.819,2.117,5377.2126,5403.6494,5504.8581,5403.6494,20616805,62810395978
54,sh000058,全指价值,4231.0781,36.552,0.871,4194.5264,4210.5724,4239.7763,4208.3016,49552255,41261189742
55,sh000059,全R成长,3953.7761,83.078,2.146,3870.6979,3887.7123,3961.1433,3887.7123,68045644,113588289349
56,sh000060,全R价值,3746.9913,38.966,1.051,3708.0254,3720.9389,3750.955,3720.9389,96981094,92039083113
57,sh000061,沪企债30,155.9312,0.053,0.034,155.8778,155.8921,155.9444,155.8849,15385,12951843
58,sh000062,上证沪企,2045.4094,25.409,1.258,2020.0001,2027.4508,2047.5501,2026.7703,10974822,13281270621
59,sh000063,上证周期,3554.2838,32.047,0.91,3522.2368,3539.1353,3559.7192,3533.859,24618227,34302258477
60,sh000064,非周期,4101.1442,88.615,2.208,4012.5288,4030.7646,4110.7636,4026.6869,16904598,52557309079
61,sh000065,上证龙头,3749.728,55.287,1.496,3694.441,3703.0921,3753.7825,3703.0921,20643958,51543458321
62,sh000066,上证商品,2089.8065,23.325,1.129,2066.4816,2068.5527,2095.3344,2063.8093,16336907,18853443660
63,sh000067,上证新兴,8461.2388,189.531,2.291,8271.7073,8315.0995,8470.4391,8310.0629,11133092,37070872876
64,sh000068,上证资源,2022.4322,26.077,1.306,1996.3553,1996.7869,2025.8758,1991.5046,14371056,14228081648
65,sh000069,消费80,7577.6606,211.521,2.872,7366.1396,7399.1171,7596.9577,7399.1171,6546870,37350354635
66,sh000070,能源等权,1756.983,4.476,0.255,1752.5071,1746.78,1761.454,1740.9367,6066611,3152683138
67,sh000071,材料等权,3455.0311,56.204,1.654,3398.8276,3409.2925,3462.4763,3409.2925,24180738,22055229339
68,sh000072,工业等权,3111.8721,59.111,1.936,3052.7607,3062.5939,3116.597,3062.5939,15570362,21938751959
69,sh000073,可选等权,3591.8317,102.744,2.945,3489.0874,3499.0123,3596.1036,3499.0123,8176133,12877123234
70,sh000074,消费等权,11588.7422,317.736,2.819,11271.0066,11263.308,11608.4609,11263.308,2774305,18218476455
71,sh000075,医药等权,10638.3078,141.915,1.352,10496.3926,10511.2592,10657.9404,10498.5915,2066423,12517611939
72,sh000076,金融等权,4914.403,35.724,0.732,4878.6789,4895.6558,4930.5883,4894.5065,13119862,15283739996
73,sh000077,信息等权,4617.5365,51.471,1.127,4566.0653,4576.5018,4618.0988,4570.429,2282966,7641406417
74,sh000078,电信等权,2348.3405,23.281,1.001,2325.0599,2329.6738,2349.5963,2325.9349,1783188,2758159859
