time,holding_values,cash,total,orders
2022/05/20-21:40,-919428,927536.0,8108.0,0
2022/05/20-21:45,-919836,927536.0,7700.0,0
2022/05/20-21:50,-919224,927536.0,8312.0,0
2022/05/20-21:55,-919428,927536.0,8108.0,0
2022/05/20-22:00,-918000,927536.0,9536.0,0
2022/05/20-22:05,-935376,945524.0,10148.0,-1
2022/05/20-22:10,-952728,963500.0,10772.0,-1
2022/05/20-22:15,-971136,981484.0,10348.0,-1
2022/05/20-22:20,-954000,963484.0,9484.0,1
2022/05/20-22:25,-955272,963484.0,8212.0,0
2022/05/20-22:30,-954424,963484.0,9060.0,0
2022/05/20-22:35,-955272,963484.0,8212.0,0
2022/05/20-22:40,-955696,963484.0,7788.0,0
2022/05/20-22:45,-956120,963484.0,7364.0,0
2022/05/20-22:50,-954424,963484.0,9060.0,0
2022/05/20-22:55,-954636,963484.0,8848.0,0
2022/05/20-23:00,-954636,963484.0,8848.0,0
2022/05/20-09:05,-959936,963484.0,3548.0,0
2022/05/20-09:10,-960996,963484.0,2488.0,0
2022/05/20-09:15,-961420,963484.0,2064.0,0
2022/05/20-09:20,-961420,963484.0,2064.0,0
2022/05/20-09:25,-966296,963484.0,-2812.0,0
2022/05/20-09:30,-965448,963484.0,-1964.0,0
2022/05/20-09:35,-965660,963484.0,-2176.0,0
2022/05/20-09:40,-965660,963484.0,-2176.0,0
2022/05/20-09:45,-965660,963484.0,-2176.0,0
2022/05/20-09:50,-965448,963484.0,-1964.0,0
2022/05/20-09:55,-966720,963484.0,-3236.0,0
2022/05/20-10:00,-966720,963484.0,-3236.0,0
2022/05/20-10:05,-982368,981676.0,-692.0,-1
2022/05/20-10:10,-999680,999852.0,172.0,-1
2022/05/20-10:15,-1016064,1017996.0,1932.0,-1
2022/05/20-10:35,-1035804,1036168.0,364.0,-1
2022/05/20-10:40,-1052352,1054312.0,1960.0,-1
2022/05/20-10:45,-1071676,1072476.0,800.0,-1
2022/05/20-10:50,-1090080,1090644.0,564.0,-1
2022/05/20-10:55,-1107760,1108804.0,1044.0,-1
2022/05/20-11:00,-1091280,1090616.0,-664.0,1
2022/05/20-11:05,-1089360,1090616.0,1256.0,0
2022/05/20-11:10,-1105320,1108736.0,3416.0,-1
2022/05/20-11:15,-1123936,1126864.0,2928.0,-1
2022/05/20-11:20,-1107760,1108704.0,944.0,1
2022/05/20-11:25,-1106052,1108704.0,2652.0,0
2022/05/20-11:30,-1107028,1108704.0,1676.0,0
2022/05/20-13:35,-1109224,1108704.0,-520.0,0
2022/05/20-13:40,-1109956,1108704.0,-1252.0,0
2022/05/20-13:45,-1110200,1108704.0,-1496.0,0
2022/05/20-13:50,-1109956,1108704.0,-1252.0,0
2022/05/20-13:55,-1108980,1108704.0,-276.0,0
2022/05/20-14:00,-1125176,1126852.0,1676.0,-1
2022/05/20-14:05,-1144080,1145012.0,932.0,-1
2022/05/20-14:10,-1126664,1126840.0,176.0,1
2022/05/20-14:15,-1125672,1126840.0,1168.0,0
2022/05/20-14:20,-1125920,1126840.0,920.0,0
2022/05/20-14:25,-1127408,1126840.0,-568.0,0
2022/05/20-14:30,-1126416,1126840.0,424.0,0
2022/05/20-14:35,-1125672,1126840.0,1168.0,0
2022/05/20-14:40,-1126168,1126840.0,672.0,0
2022/05/20-14:45,-1127408,1126840.0,-568.0,0
2022/05/20-14:50,-1128152,1126840.0,-1312.0,0
2022/05/20-14:55,-1129392,1126840.0,-2552.0,0
2022/05/20-15:00,-1128152,1126840.0,-1312.0,0
2022/05/23-21:05,-1132864,1126840.0,-6024.0,0
2022/05/23-21:10,-1136088,1126840.0,-9248.0,0
2022/05/23-21:15,-1135592,1126840.0,-8752.0,0
2022/05/23-21:20,-1137080,1126840.0,-10240.0,0
2022/05/23-21:25,-1136584,1126840.0,-9744.0,0
2022/05/23-21:30,-1135840,1126840.0,-9000.0,0
2022/05/23-21:35,-1135344,1126840.0,-8504.0,0
2022/05/23-21:40,-1136336,1126840.0,-9496.0,0
2022/05/23-21:45,-1135840,1126840.0,-9000.0,0
2022/05/23-21:50,-1134848,1126840.0,-8008.0,0
2022/05/23-21:55,-1135840,1126840.0,-9000.0,0
2022/05/23-22:00,-1137080,1126840.0,-10240.0,0
2022/05/23-22:05,-1136584,1126840.0,-9744.0,0
2022/05/23-22:10,-1136584,1126840.0,-9744.0,0
2022/05/23-22:15,-1136088,1126840.0,-9248.0,0
2022/05/23-22:20,-1135840,1126840.0,-9000.0,0
2022/05/23-22:25,-1135592,1126840.0,-8752.0,0
2022/05/23-22:30,-1152144,1145128.0,-7016.0,-1
2022/05/23-22:35,-1153152,1145128.0,-8024.0,0
2022/05/23-22:40,-1167360,1163368.0,-3992.0,-1
2022/05/23-22:45,-1185080,1181600.0,-3480.0,-1
2022/05/23-22:50,-1202520,1199820.0,-2700.0,-1
2022/05/23-22:55,-1217256,1217988.0,732.0,-1
2022/05/23-23:00,-1232160,1236108.0,3948.0,-1
2022/05/23-09:05,-1231728,1217724.0,-14004.0,1
2022/05/23-09:10,-1242496,1235996.0,-6500.0,-1
2022/05/23-09:15,-1259940,1254256.0,-5684.0,-1
2022/05/23-09:20,-1277640,1272508.0,-5132.0,-1
2022/05/23-09:25,-1259940,1254248.0,-5692.0,1
2022/05/23-09:30,-1259388,1254248.0,-5140.0,0
2022/05/23-09:35,-1274560,1272456.0,-2104.0,-1
2022/05/23-09:40,-1275680,1272456.0,-3224.0,0
2022/05/23-09:45,-1293052,1290668.0,-2384.0,-1
2022/05/23-09:50,-1277640,1272416.0,-5224.0,1
2022/05/23-09:55,-1278200,1272416.0,-5784.0,0
2022/05/23-10:00,-1291348,1290604.0,-744.0,-1
2022/05/23-10:05,-1308960,1308784.0,-176.0,-1
2022/05/23-10:10,-1324804,1326932.0,2128.0,-1
2022/05/23-10:15,-1344728,1345104.0,376.0,-1
2022/05/23-10:35,-1329476,1326892.0,-2584.0,1
2022/05/23-10:40,-1328308,1326892.0,-1416.0,0
2022/05/23-10:45,-1344136,1345056.0,920.0,-1
2022/05/23-10:50,-1360800,1363200.0,2400.0,-1
2022/05/23-10:55,-1379552,1381352.0,1800.0,-1
2022/05/23-11:00,-1381376,1381352.0,-24.0,0
2022/05/23-11:05,-1363500,1363172.0,-328.0,1
2022/05/23-11:10,-1362300,1363172.0,872.0,0
2022/05/23-11:15,-1364400,1363172.0,-1228.0,0
2022/05/23-11:20,-1375904,1381276.0,5372.0,-1
2022/05/23-11:25,-1391852,1399352.0,7500.0,-1
2022/05/23-11:30,-1407120,1417392.0,10272.0,-1
2022/05/23-13:35,-1423896,1435416.0,11520.0,-1
2022/05/23-13:40,-1443520,1453460.0,9940.0,-1
2022/05/23-13:45,-1458972,1471472.0,12500.0,-1
2022/05/23-13:50,-1479936,1489520.0,9584.0,-1
2022/05/23-13:55,-1463832,1471448.0,7616.0,1
2022/05/23-14:00,-1461240,1471448.0,10208.0,0
2022/05/23-14:05,-1476984,1489460.0,12476.0,-1
2022/05/23-14:10,-1495328,1507476.0,12148.0,-1
2022/05/23-14:15,-1508976,1525440.0,16464.0,-1
2022/05/23-14:20,-1526260,1543396.0,17136.0,-1
2022/05/23-14:25,-1544560,1561356.0,16796.0,-1
2022/05/23-14:30,-1562868,1579320.0,16452.0,-1
2022/05/23-14:35,-1549376,1561304.0,11928.0,1
2022/05/23-14:40,-1552128,1561304.0,9176.0,0
2022/05/23-14:45,-1559008,1561304.0,2296.0,0
2022/05/23-14:50,-1559352,1561304.0,1952.0,0
2022/05/23-14:55,-1556256,1561304.0,5048.0,0
2022/05/23-15:00,-1571220,1579364.0,8144.0,-1
2022/05/24-21:05,-1558320,1561244.0,2924.0,1
2022/05/24-21:10,-1556944,1561244.0,4300.0,0
2022/05/24-21:15,-1555224,1561244.0,6020.0,0
2022/05/24-21:20,-1555224,1561244.0,6020.0,0
2022/05/24-21:25,-1572612,1579320.0,6708.0,-1
2022/05/24-21:30,-1589280,1597380.0,8100.0,-1
2022/05/24-21:35,-1573656,1579292.0,5636.0,1
2022/05/24-21:40,-1574700,1579292.0,4592.0,0
2022/05/24-21:45,-1571568,1579292.0,7724.0,0
2022/05/24-21:50,-1571916,1579292.0,7376.0,0
2022/05/24-21:55,-1571568,1579292.0,7724.0,0
2022/05/24-22:00,-1586816,1597324.0,10508.0,-1
2022/05/24-22:05,-1605204,1615360.0,10156.0,-1
2022/05/24-22:10,-1621800,1633380.0,11580.0,-1
2022/05/24-22:15,-1640548,1651408.0,10860.0,-1
2022/05/24-22:20,-1624680,1633356.0,8676.0,1
2022/05/24-22:25,-1627200,1633356.0,6156.0,0
2022/05/24-22:30,-1628280,1633356.0,5076.0,0
2022/05/24-22:35,-1625400,1633356.0,7956.0,0
2022/05/24-22:40,-1640912,1651388.0,10476.0,-1
2022/05/24-22:45,-1659312,1669424.0,10112.0,-1
2022/05/24-22:50,-1678092,1687468.0,9376.0,-1
2022/05/24-22:55,-1693504,1705484.0,11980.0,-1
2022/05/24-23:00,-1709620,1723480.0,13860.0,-1
2022/05/24-09:05,-1729152,1741492.0,12340.0,-1
2022/05/24-09:10,-1745224,1759484.0,14260.0,-1
2022/05/24-09:15,-1762432,1777468.0,15036.0,-1
2022/05/24-09:20,-1780416,1795452.0,15036.0,-1
2022/05/24-09:25,-1766352,1777428.0,11076.0,1
2022/05/24-09:30,-1762824,1777428.0,14604.0,0
2022/05/24-09:35,-1780416,1795412.0,14996.0,-1
2022/05/24-09:40,-1781604,1795412.0,13808.0,0
2022/05/24-09:45,-1765176,1777400.0,12224.0,1
2022/05/24-09:50,-1763216,1777400.0,14184.0,0
2022/05/24-09:55,-1762432,1777400.0,14968.0,0
2022/05/24-10:00,-1774476,1795324.0,20848.0,-1
2022/05/24-10:05,-1792400,1813248.0,20848.0,-1
2022/05/24-10:10,-1809920,1831168.0,21248.0,-1
2022/05/24-10:15,-1829472,1849104.0,19632.0,-1
2022/05/24-10:35,-1846584,1867032.0,20448.0,-1
2022/05/24-10:40,-1834776,1849044.0,14268.0,1
2022/05/24-10:45,-1833960,1849044.0,15084.0,0
2022/05/24-10:50,-1847408,1866980.0,19572.0,-1
2022/05/24-10:55,-1864512,1884908.0,20396.0,-1
2022/05/24-11:00,-1881600,1902828.0,21228.0,-1
2022/05/24-11:05,-1900792,1920760.0,19968.0,-1
2022/05/24-11:10,-1916584,1938672.0,22088.0,-1
2022/05/24-11:15,-1902488,1920724.0,18236.0,1
2022/05/24-11:20,-1914444,1938616.0,24172.0,-1
2022/05/24-11:25,-1932336,1956508.0,24172.0,-1
2022/05/24-11:30,-1949356,1974392.0,25036.0,-1
2022/05/24-13:35,-1957560,1992188.0,34628.0,-1
2022/05/24-13:40,-1974024,2009972.0,35948.0,-1
2022/05/24-13:45,-1987776,2027720.0,39944.0,-1
2022/05/24-13:50,-2006880,2045480.0,38600.0,-1
2022/05/24-13:55,-2027376,2063264.0,35888.0,-1
2022/05/24-14:00,-2042400,2081024.0,38624.0,-1
2022/05/24-14:05,-2056912,2098756.0,41844.0,-1
2022/05/24-14:10,-2078388,2116520.0,38132.0,-1
2022/05/24-14:15,-2095680,2134280.0,38600.0,-1
2022/05/24-14:20,-2112012,2152028.0,40016.0,-1
2022/05/24-14:25,-2125440,2169740.0,44300.0,-1
2022/05/24-14:30,-2144604,2187464.0,42860.0,-1
2022/05/24-14:35,-2156960,2205144.0,48184.0,-1
2022/05/24-14:40,-2171688,2222800.0,51112.0,-1
2022/05/24-14:45,-2188352,2240448.0,52096.0,-1
2022/05/24-14:50,-2202000,2258064.0,56064.0,-1
2022/05/24-14:55,-2214576,2275640.0,61064.0,-1
2022/05/24-15:00,-2230120,2293200.0,63080.0,-1
2022/05/25-21:05,-2242560,2310720.0,68160.0,-1
2022/05/25-21:10,-2263692,2328268.0,64576.0,-1
2022/05/25-21:15,-2286960,2345860.0,58900.0,-1
2022/05/25-21:20,-2301408,2363428.0,62020.0,-1
2022/05/25-21:25,-2320560,2381008.0,60448.0,-1
2022/05/25-21:30,-2335480,2398568.0,63088.0,-1
2022/05/25-21:35,-2353040,2416128.0,63088.0,-1
2022/05/25-21:40,-2341332,2398524.0,57192.0,1
2022/05/25-21:45,-2342928,2398524.0,55596.0,0
2022/05/25-21:50,-2346120,2398524.0,52404.0,0
2022/05/25-21:55,-2349844,2398524.0,48680.0,0
2022/05/25-22:00,-2346652,2398524.0,51872.0,0
2022/05/25-22:05,-2346652,2398524.0,51872.0,0
2022/05/25-22:10,-2358400,2416124.0,57724.0,-1
2022/05/25-22:15,-2378700,2433744.0,55044.0,-1
2022/05/25-22:20,-2394144,2451348.0,57204.0,-1
2022/05/25-22:25,-2383020,2433696.0,50676.0,1
2022/05/25-22:30,-2380860,2433696.0,52836.0,0
2022/05/25-22:35,-2381400,2433696.0,52296.0,0
2022/05/25-22:40,-2395776,2451312.0,55536.0,-1
2022/05/25-22:45,-2380320,2433680.0,53360.0,1
2022/05/25-22:50,-2380860,2433680.0,52820.0,0
2022/05/25-22:55,-2384640,2433680.0,49040.0,0
2022/05/25-23:00,-2386800,2433680.0,46880.0,0
2022/05/25-09:05,-2391120,2433680.0,42560.0,0
2022/05/25-09:10,-2397060,2433680.0,36620.0,0
2022/05/25-09:15,-2393820,2433680.0,39860.0,0
2022/05/25-09:20,-2409920,2451400.0,41480.0,-1
2022/05/25-09:25,-2411552,2451400.0,39848.0,0
2022/05/25-09:30,-2413728,2451400.0,37672.0,0
2022/05/25-09:35,-2412096,2451400.0,39304.0,0
2022/05/25-09:40,-2411552,2451400.0,39848.0,0
2022/05/25-09:45,-2412096,2451400.0,39304.0,0
2022/05/25-09:50,-2419712,2451400.0,31688.0,0
2022/05/25-09:55,-2420800,2451400.0,30600.0,0
2022/05/25-10:00,-2420800,2451400.0,30600.0,0
2022/05/25-10:05,-2420256,2451400.0,31144.0,0
2022/05/25-10:10,-2422432,2451400.0,28968.0,0
2022/05/25-10:15,-2422976,2451400.0,28424.0,0
2022/05/25-10:35,-2423520,2451400.0,27880.0,0
2022/05/25-10:40,-2425696,2451400.0,25704.0,0
2022/05/25-10:45,-2434764,2469172.0,34408.0,-1
2022/05/25-10:50,-2448120,2486912.0,38792.0,-1
2022/05/25-10:55,-2468640,2504672.0,36032.0,-1
2022/05/25-11:00,-2479680,2522384.0,42704.0,-1
2022/05/25-11:05,-2496828,2540092.0,43264.0,-1
2022/05/25-11:10,-2515672,2557808.0,42136.0,-1
2022/05/25-11:15,-2536248,2575544.0,39296.0,-1
2022/05/25-11:20,-2541312,2593192.0,51880.0,-1
2022/05/25-11:25,-2558380,2610836.0,52456.0,-1
2022/05/25-11:30,-2574272,2628468.0,54196.0,-1
2022/05/25-13:35,-2596608,2646132.0,49524.0,-1
2022/05/25-13:40,-2608944,2663760.0,54816.0,-1
2022/05/25-13:45,-2622400,2681360.0,58960.0,-1
2022/05/25-13:50,-2635200,2698928.0,63728.0,-1
2022/05/25-13:55,-2652164,2716492.0,64328.0,-1
2022/05/25-14:00,-2666688,2734036.0,67348.0,-1
2022/05/25-14:05,-2688516,2751608.0,63092.0,-1
2022/05/25-14:10,-2701776,2769152.0,67376.0,-1
2022/05/25-14:15,-2723040,2786720.0,63680.0,-1
2022/05/25-14:20,-2739360,2804280.0,64920.0,-1
2022/05/25-14:25,-2757548,2821844.0,64296.0,-1
2022/05/25-14:30,-2770056,2839376.0,69320.0,-1
2022/05/25-14:35,-2766968,2821752.0,54784.0,1
2022/05/25-14:40,-2777644,2821752.0,44108.0,0
2022/05/25-14:45,-2778900,2821752.0,42852.0,0
2022/05/25-14:50,-2789576,2821752.0,32176.0,0
2022/05/25-14:55,-2796484,2821752.0,25268.0,0
2022/05/25-15:00,-2798996,2821752.0,22756.0,0
2022/05/26-21:05,-2778904,2839340.0,60436.0,-1
2022/05/26-21:10,-2796492,2856928.0,60436.0,-1
2022/05/26-21:15,-2796800,2874408.0,77608.0,-1
2022/05/26-21:20,-2808484,2891852.0,83368.0,-1
2022/05/26-21:25,-2826576,2909300.0,82724.0,-1
2022/05/26-21:30,-2856412,2926824.0,70412.0,-1
2022/05/26-21:35,-2877872,2944372.0,66500.0,-1
2022/05/26-21:40,-2866192,2926788.0,60596.0,1
2022/05/26-21:45,-2871408,2926788.0,55380.0,0
2022/05/26-21:50,-2867496,2926788.0,59292.0,0
2022/05/26-21:55,-2877872,2944336.0,66464.0,-1
2022/05/26-22:00,-2871408,2926720.0,55312.0,1
2022/05/26-22:05,-2870104,2926720.0,56616.0,0
2022/05/26-22:10,-2866844,2926720.0,59876.0,0
2022/05/26-22:15,-2868148,2926720.0,58572.0,0
2022/05/26-22:20,-2870104,2926720.0,56616.0,0
2022/05/26-22:25,-2868148,2926720.0,58572.0,0
2022/05/26-22:30,-2882464,2944296.0,61832.0,-1
2022/05/26-22:35,-2897400,2961856.0,64456.0,-1
2022/05/26-22:40,-2916952,2979428.0,62476.0,-1
2022/05/26-22:45,-2933856,2996996.0,63140.0,-1
2022/05/26-22:50,-2948064,3014544.0,66480.0,-1
2022/05/26-22:55,-2967640,3032104.0,64464.0,-1
2022/05/26-23:00,-2983840,3049656.0,65816.0,-1
2022/05/26-09:05,-2971696,3032072.0,60376.0,1
2022/05/26-09:10,-2984540,3032072.0,47532.0,0
2022/05/26-09:15,-2982512,3032072.0,49560.0,0
2022/05/26-09:20,-2983864,3032072.0,48208.0,0
2022/05/26-09:25,-2987920,3049648.0,61728.0,-1
2022/05/26-09:30,-3002076,3067204.0,65128.0,-1
2022/05/26-09:35,-3020320,3084764.0,64444.0,-1
2022/05/26-09:40,-3030960,3102284.0,71324.0,-1
2022/05/26-09:45,-3052656,3119828.0,67172.0,-1
2022/05/26-09:50,-3066700,3137352.0,70652.0,-1
2022/05/26-09:55,-3081408,3154860.0,73452.0,-1
2022/05/26-10:00,-3091128,3172324.0,81196.0,-1
2022/05/26-10:05,-3120696,3189856.0,69160.0,-1
2022/05/26-10:10,-3138944,3207392.0,68448.0,-1
2022/05/26-10:15,-3169440,3225000.0,55560.0,-1
2022/05/26-10:35,-3175920,3225000.0,49080.0,0
2022/05/26-10:40,-3186324,3242604.0,56280.0,-1
2022/05/26-10:45,-3203200,3260204.0,57004.0,-1
2022/05/26-10:50,-3223728,3277820.0,54092.0,-1
2022/05/26-10:55,-3241344,3295436.0,54092.0,-1
2022/05/26-11:00,-3243552,3295436.0,51884.0,0
2022/05/26-11:05,-3257480,3313044.0,55564.0,-1
2022/05/26-11:10,-3263928,3330592.0,66664.0,-1
2022/05/26-11:15,-3280728,3348136.0,67408.0,-1
2022/05/26-11:20,-3295264,3365664.0,70400.0,-1
2022/05/26-11:25,-3292696,3348056.0,55360.0,1
2022/05/26-11:30,-3305412,3348056.0,42644.0,0
2022/05/26-13:35,-3323364,3348056.0,24692.0,0
2022/05/26-13:40,-3330608,3365772.0,35164.0,-1
2022/05/26-13:45,-3340008,3383444.0,43436.0,-1
2022/05/26-13:50,-3359200,3401124.0,41924.0,-1
2022/05/26-13:55,-3370768,3418772.0,48004.0,-1
2022/05/26-14:00,-3356920,3401104.0,44184.0,1
2022/05/26-14:05,-3355400,3401104.0,45704.0,0
2022/05/26-14:10,-3355400,3401104.0,45704.0,0
2022/05/26-14:15,-3358440,3401104.0,42664.0,0
2022/05/26-14:20,-3359200,3401104.0,41904.0,0
2022/05/26-14:25,-3360720,3401104.0,40384.0,0
2022/05/26-14:30,-3361480,3401104.0,39624.0,0
2022/05/26-14:35,-3372296,3418760.0,46464.0,-1
2022/05/26-14:40,-3365280,3401048.0,35768.0,1
2022/05/26-14:45,-3369840,3401048.0,31208.0,0
2022/05/26-14:50,-3372120,3401048.0,28928.0,0
2022/05/26-14:55,-3370600,3401048.0,30448.0,0
2022/05/26-15:00,-3366800,3401048.0,34248.0,0
2022/05/27-21:05,-3373640,3401048.0,27408.0,0
2022/05/27-21:10,-3369840,3401048.0,31208.0,0
2022/05/27-21:15,-3376680,3401048.0,24368.0,0
2022/05/27-21:20,-3397200,3401048.0,3848.0,0
2022/05/27-21:25,-3407440,3418888.0,11448.0,-1
2022/05/27-21:30,-3409732,3418888.0,9156.0,0
2022/05/27-21:35,-3412024,3418888.0,6864.0,0
2022/05/27-21:40,-3410496,3418888.0,8392.0,0
2022/05/27-21:45,-3409732,3418888.0,9156.0,0
2022/05/27-21:50,-3415080,3418888.0,3808.0,0
2022/05/27-21:55,-3413552,3418888.0,5336.0,0
2022/05/27-22:00,-3417372,3418888.0,1516.0,0
2022/05/27-22:05,-3418136,3418888.0,752.0,0
2022/05/27-22:10,-3415080,3418888.0,3808.0,0
2022/05/27-22:15,-3414316,3418888.0,4572.0,0
2022/05/27-22:20,-3427584,3436740.0,9156.0,-1
2022/05/27-22:25,-3416608,3418852.0,2244.0,1
2022/05/27-22:30,-3415844,3418852.0,3008.0,0
2022/05/27-22:35,-3421956,3418852.0,-3104.0,0
2022/05/27-22:40,-3423484,3418852.0,-4632.0,0
2022/05/27-22:45,-3421956,3418852.0,-3104.0,0
2022/05/27-22:50,-3425012,3418852.0,-6160.0,0
2022/05/27-22:55,-3422720,3418852.0,-3868.0,0
2022/05/27-23:00,-3424248,3418852.0,-5396.0,0
2022/05/27-09:05,-3424248,3418852.0,-5396.0,0
2022/05/27-09:10,-3430360,3418852.0,-11508.0,0
2022/05/27-09:15,-3438764,3418852.0,-19912.0,0
2022/05/27-09:20,-3447932,3418852.0,-29080.0,0
2022/05/27-09:25,-3447168,3418852.0,-28316.0,0
2022/05/27-09:30,-3444112,3418852.0,-25260.0,0
2022/05/27-09:35,-3441056,3418852.0,-22204.0,0
2022/05/27-09:40,-3441820,3418852.0,-22968.0,0
