,v3_strength,mv13_ratio,bsp,zig,peak,p_pos,valley,p_v_value,v_pos,z_pos,dw_pct_prev,up_pct_prev,z_pct_prev,z_len_prev,z_pct_prev_avg,up_pct_avg,up_pct_avg_k,dw_pct_avg,dw_pct_avg_k,zig_pct_curr,zig_pct_curr_avg_k,zig_pct_avg,zig_pct_avg_k
3610,1.7681911736031373,0.9186473857251094,1.011,1,3781.0,0,3757.0,3781.0,2,0,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
3611,1.2115726789332402,0.964581448513618,0.703,0,3781.0,1,3757.0,3781.0,3,1,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.2380322665961332,-0.1190161332980666,-1.2868954166666668,0.07201704003813154
3612,0.5340282260368179,0.9765885718177485,0.335,0,3781.0,2,3757.0,3781.0,4,2,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.2909283258397233,-0.09697610861324109,-1.2868954166666668,0.07201704003813154
3613,0.6815024177620378,0.9912415049423849,0.435,0,3781.0,3,3757.0,3781.0,5,3,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.4231684739486874,-0.10579211848717185,-1.2868954166666668,0.07201704003813154
3614,0.5258680637027998,0.9465865776129312,0.366,0,3781.0,4,3757.0,3781.0,6,4,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.2909283258397233,-0.058185665167944656,-1.2868954166666668,0.07201704003813154
3615,0.4032053870210568,0.9285820105004543,1.088,0,3781.0,5,3757.0,3781.0,7,5,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.26448029621792823,-0.044080049369654706,-1.2868954166666668,0.07201704003813154
3616,0.3879225079832397,0.926090782228516,0.341,0,3781.0,6,3757.0,3781.0,8,6,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.34382438508331337,-0.049117769297616194,-1.2868954166666668,0.07201704003813154
3617,1.366992280142161,0.9672219145109785,1.226,0,3781.0,7,3757.0,3781.0,9,7,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.21158423697434925,-0.026448029621793656,-1.2868954166666668,0.07201704003813154
3618,1.046731080887029,0.9751501569871407,0.933,0,3781.0,8,3757.0,3781.0,10,8,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.026448029621795044,-0.002938669957977227,-1.2868954166666668,0.07201704003813154
3619,0.5121976752796108,0.8930686409325256,0.477,0,3781.0,9,3757.0,3781.0,11,9,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.21158423697434925,-0.021158423697434925,-1.2868954166666668,0.07201704003813154
3620,0.48308775634448614,0.8244575433582553,1.487,0,3781.0,10,3757.0,3781.0,12,10,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.2380322665961332,-0.021639296963284836,-1.2868954166666668,0.07201704003813154
3621,0.43348898925718954,0.7740049249598805,0.395,0,3781.0,11,3757.0,3781.0,13,11,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.4231684739486874,-0.03526403949572395,-1.2868954166666668,0.07201704003813154
3622,0.48245546859444643,0.6739215336969332,0.448,0,3781.0,12,3757.0,3781.0,14,12,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.5289605924358676,-0.04068927634122058,-1.2868954166666668,0.07201704003813154
3623,0.43433277605722587,0.6172509545296772,0.41,0,3781.0,13,3757.0,3781.0,15,13,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.4760645331922775,-0.03400460951373411,-1.2868954166666668,0.07201704003813154
3624,0.35019090593543906,0.6065567598472664,0.326,0,3781.0,14,3757.0,3781.0,16,14,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.3702724147051084,-0.02468482764700723,-1.2868954166666668,0.07201704003813154
3625,0.2850491060913968,0.5807464046766987,0.269,0,3781.0,15,3757.0,3781.0,17,15,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.15868817773075916,-0.009918011108172448,-1.2868954166666668,0.07201704003813154
3626,0.5138322701104714,0.5847347156887353,0.464,0,3781.0,16,3757.0,3781.0,18,16,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.4231684739486874,-0.0248922631734522,-1.2868954166666668,0.07201704003813154
3627,0.6264590704591029,0.6037114809271118,0.58,0,3781.0,17,3757.0,3781.0,19,17,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.5818566516794466,-0.032325369537747034,-1.2868954166666668,0.07201704003813154
3628,0.5749220455394881,0.6231376696536829,0.553,0,3781.0,18,3757.0,3781.0,20,18,0.0,0.6388,0.6388,1.0,0.6388,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.6876487701666267,-0.036192040535085616,-1.2868954166666668,0.07201704003813154
3629,1.910159954306578,0.6575393566577421,1.774,-1,3781.0,19,3747.0,3747.0,0,0,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
3630,0.7325268391264076,0.626641719031029,0.693,0,3781.0,20,3747.0,3747.0,1,1,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.32025620496396456,0.16012810248198228,1.2261912863070539,0.07201704003813154
3631,0.5715968449999774,0.6306687809820662,0.57,0,3781.0,21,3747.0,3747.0,2,2,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.4270082732853009,0.1423360910951003,1.2261912863070539,0.07201704003813154
3632,0.8277817408570248,0.6614789910120361,0.827,0,3781.0,22,3747.0,3747.0,3,3,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.24019215372297342,0.060048038430743356,1.2261912863070539,0.07201704003813154
3633,1.6806091933716627,0.7595124797170413,1.628,0,3781.0,23,3747.0,3747.0,4,4,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.7472644782492655,0.1494528956498531,1.2261912863070539,0.07201704003813154
3634,1.664278291308866,0.849660474565709,4.95,0,3781.0,24,3747.0,3747.0,5,5,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.7472644782492655,0.12454407970821091,1.2261912863070539,0.07201704003813154
3635,0.8084482369767064,0.8801590887235343,2.387,0,3781.0,25,3747.0,3747.0,6,6,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.7739524953295884,0.1105646421899412,1.2261912863070539,0.07201704003813154
3636,0.8956361280910986,0.921317019795086,2.539,0,3781.0,26,3747.0,3747.0,7,7,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.8006405124099336,0.1000800640512417,1.2261912863070539,0.07201704003813154
3637,1.1694745123572339,0.9914620245859063,0.96,0,3781.0,27,3747.0,3747.0,8,8,-0.8992,0.0,-0.8992,18.0,-0.04995555555555556,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.0942087002935752,0.1215787444770639,1.2261912863070539,0.07201704003813154
3638,1.6445071276043168,1.0950196431382793,1.274,1,3803.0,0,3747.0,3803.0,9,0,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
3639,1.4542747600461208,1.1681687471616116,1.037,0,3803.0,1,3747.0,3803.0,10,1,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.47331054430712616,-0.23665527215356308,-1.2868954166666668,0.07201704003813154
3640,1.276568914929215,1.233455230068597,0.859,0,3803.0,2,3747.0,3803.0,11,2,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.10518012095713791,-0.03506004031904597,-1.2868954166666668,0.07201704003813154
3641,1.2184157836967255,1.189084183552369,0.797,0,3803.0,3,3747.0,3803.0,12,3,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.42072048382855165,-0.10518012095713791,-1.2868954166666668,0.07201704003813154
3642,0.9458537452610043,1.2228716179840229,0.626,0,3803.0,4,3747.0,3803.0,13,4,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.5521956350249768,-0.11043912700499536,-1.2868954166666668,0.07201704003813154
3643,1.0918034459113568,1.2808112279707913,0.712,0,3803.0,5,3747.0,3803.0,14,5,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.36813042334998825,-0.06135507055833137,-1.2868954166666668,0.07201704003813154
3644,1.6159872463357616,1.367803196813908,0.972,0,3803.0,6,3747.0,3803.0,15,6,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.9203260583749651,-0.13147515119642358,-1.2868954166666668,0.07201704003813154
3645,0.9897471536386933,1.3062448628126344,1.892,0,3803.0,7,3747.0,3803.0,16,7,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.9466210886142523,-0.11832763607678154,-1.2868954166666668,0.07201704003813154
3646,0.7871932365258913,1.2243932306335872,1.509,0,3803.0,8,3747.0,3803.0,17,8,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.9466210886142523,-0.10518012095713915,-1.2868954166666668,0.07201704003813154
3647,0.6562072934779947,1.2108025929684612,1.283,0,3803.0,9,3747.0,3803.0,18,9,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.9203260583749651,-0.0920326058374965,-1.2868954166666668,0.07201704003813154
3648,0.954426376531118,1.2092918069860623,0.594,0,3803.0,10,3747.0,3803.0,19,10,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.025506179332103,-0.09322783448473664,-1.2868954166666668,0.07201704003813154
3649,1.1244561343133157,1.1944666839349771,0.72,0,3803.0,11,3747.0,3803.0,20,11,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.1569813305285281,-0.09641511087737735,-1.2868954166666668,0.07201704003813154
3650,1.4972802411284056,1.1592750460508088,1.008,0,3803.0,12,3747.0,3803.0,21,12,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.2095713910071026,-0.09304395315439251,-1.2868954166666668,0.07201704003813154
3651,1.5225782620740602,1.1490921942806598,1.048,0,3803.0,13,3747.0,3803.0,22,13,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.367341572442804,-0.097667255174486,-1.2868954166666668,0.07201704003813154
3652,2.174678004662149,1.1992488173627782,1.432,0,3803.0,14,3747.0,3803.0,23,14,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.577701814357091,-0.1051801209571394,-1.2868954166666668,0.07201704003813154
3653,1.6238096370076305,1.2160070416839857,1.075,0,3803.0,15,3747.0,3803.0,24,15,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.4199316329213785,-0.08874572705758615,-1.2868954166666668,0.07201704003813154
3654,1.5862973042613098,1.2600801649256497,1.045,0,3803.0,16,3747.0,3803.0,25,16,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.2884564817249533,-0.07579155774852667,-1.2868954166666668,0.07201704003813154
3655,0.6667270721493671,1.2225293794833236,0.443,0,3803.0,17,3747.0,3803.0,26,17,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.4199316329213785,-0.07888509071785436,-1.2868954166666668,0.07201704003813154
3656,0.748768032289713,1.1536734469529704,0.499,0,3803.0,18,3747.0,3803.0,27,18,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.4725216933999419,-0.07750114175789168,-1.2868954166666668,0.07201704003813154
3657,2.0248070161709553,1.226930596240511,1.324,0,3803.0,19,3747.0,3803.0,28,19,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.7617670260320795,-0.08808835130160397,-1.2868954166666668,0.07201704003813154
3658,1.5717388486966977,1.2816546860658493,1.038,0,3803.0,20,3747.0,3803.0,29,20,0.0,1.4945,1.4945,8.0,0.1868125,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-1.945832237707068,-0.09265867798605086,-1.2868954166666668,0.07201704003813154
3659,2.642663055825662,1.4239560408202574,1.666,-1,3803.0,21,3714.0,3714.0,0,0,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
3660,2.5079632318058436,1.5326325375316867,1.569,0,3803.0,22,3714.0,3714.0,1,1,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.1615508885298933,0.08077544426494665,1.2261912863070539,0.07201704003813154
3661,1.3962444233320344,1.5610702485977521,0.881,0,3803.0,23,3714.0,3714.0,2,2,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
3662,4.786362398105656,1.7994763583707454,2.696,0,3803.0,24,3714.0,3714.0,3,3,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.4308023694130414,0.10770059235326035,1.2261912863070539,0.07201704003813154
3663,1.1796468095846302,1.7756066254860814,0.665,0,3803.0,25,3714.0,3714.0,4,4,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.5923532579429125,0.1184706515885825,1.2261912863070539,0.07201704003813154
3664,1.4686184518858483,1.7281819089398238,0.79,0,3803.0,26,3714.0,3714.0,5,5,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.13462574044156295,0.02243762340692716,1.2261912863070539,0.07201704003813154
3665,0.7183000400174164,1.6648001486518385,0.394,0,3803.0,27,3714.0,3714.0,6,6,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.24232633279483995,0.034618047542119994,1.2261912863070539,0.07201704003813154
3666,0.7466741662188697,1.6038038804518548,0.413,0,3803.0,28,3714.0,3714.0,7,7,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.4308023694130414,0.053850296176630175,1.2261912863070539,0.07201704003813154
3667,1.6908767425624396,1.6757522958701963,0.929,0,3803.0,29,3714.0,3714.0,8,8,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.5923532579429125,0.06581702866032361,1.2261912863070539,0.07201704003813154
3668,1.0834148992224923,1.7092649651513405,1.951,0,3803.0,30,3714.0,3714.0,9,9,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.6192784060312428,0.061927840603124285,1.2261912863070539,0.07201704003813154
3669,0.6206521560033613,1.6083935055891758,1.15,0,3803.0,31,3714.0,3714.0,10,10,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.5923532579429125,0.053850296176628405,1.2261912863070539,0.07201704003813154
3670,0.3843570495466425,1.5229507859858216,0.735,0,3803.0,32,3714.0,3714.0,11,11,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.6192784060312428,0.051606533835936906,1.2261912863070539,0.07201704003813154
3671,0.5180232199732868,1.3660243889216535,0.983,0,3803.0,33,3714.0,3714.0,12,12,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.646203554119551,0.049707965701503924,1.2261912863070539,0.07201704003813154
3672,1.5954159472597371,1.291698982015747,0.887,0,3803.0,34,3714.0,3714.0,13,13,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.9154550350026991,0.06538964535733564,1.2261912863070539,0.07201704003813154
3673,0.8603205411924263,1.2498544744263058,1.688,0,3803.0,35,3714.0,3714.0,14,14,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.9423801830910072,0.06282534553940049,1.2261912863070539,0.07201704003813154
3674,0.331313222777016,0.9082375048311796,0.7,0,3803.0,36,3714.0,3714.0,15,15,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.9693053311793154,0.06058158319870721,1.2261912863070539,0.07201704003813154
3675,0.64707889498188,0.8679051693145418,0.42,0,3803.0,37,3714.0,3714.0,16,16,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.0770059235325702,0.06335328961956295,1.2261912863070539,0.07201704003813154
3676,1.3070444382505848,0.8529176504910707,0.848,0,3803.0,38,3714.0,3714.0,17,17,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.3462574044157183,0.07479207802309545,1.2261912863070539,0.07201704003813154
3677,1.5730931439260964,0.9170690081779481,1.042,0,3803.0,39,3714.0,3714.0,18,18,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.5347334410339197,0.08077544426494314,1.2261912863070539,0.07201704003813154
3678,0.8786694497490786,0.9273265087602376,0.623,0,3803.0,40,3714.0,3714.0,19,19,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.453957996768973,0.07269789983844865,1.2261912863070539,0.07201704003813154
3679,0.7950069646021333,0.8569376518740939,0.596,0,3803.0,41,3714.0,3714.0,20,20,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.292407108239102,0.06154319563043343,1.2261912863070539,0.07201704003813154
3680,0.5448705594158595,0.8148982408024812,0.435,0,3803.0,42,3714.0,3714.0,21,21,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.2385568120624635,0.05629803691193016,1.2261912863070539,0.07201704003813154
3681,0.5264633603272254,0.8098570521564757,0.424,0,3803.0,43,3714.0,3714.0,22,22,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.56165858912225,0.06789819952705435,1.2261912863070539,0.07201704003813154
3682,1.482470973541448,0.898558908317913,1.167,0,3803.0,44,3714.0,3714.0,23,23,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.7232094776521212,0.07180039490217172,1.2261912863070539,0.07201704003813154
3683,0.7821594320099733,0.9282327596381268,0.629,0,3803.0,45,3714.0,3714.0,24,24,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.696284329563813,0.06785137318255252,1.2261912863070539,0.07201704003813154
3684,0.7737567882720062,0.8694071174990493,0.675,0,3803.0,46,3714.0,3714.0,25,25,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.6424340333871745,0.06317053974566056,1.2261912863070539,0.07201704003813154
3685,1.0801700838640877,0.8990843864766254,0.911,0,3803.0,47,3714.0,3714.0,26,26,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.938610662358653,0.07180039490217233,1.2261912863070539,0.07201704003813154
3686,2.9514695273497695,1.1025288037452552,2.344,0,3803.0,48,3714.0,3714.0,27,27,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,1.9924609585352693,0.07115931994768819,1.2261912863070539,0.07201704003813154
3687,1.9343445606409362,1.2013687944260238,1.532,0,3803.0,49,3714.0,3714.0,28,28,-2.3403,0.0,-2.3403,20.0,-0.11701500000000001,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,2.100161550888524,0.07241936382374221,1.2261912863070539,0.07201704003813154
3688,1.0886886868108934,1.189733615646104,0.848,1,3799.0,0,3714.0,3799.0,29,0,0.0,2.2886,2.2886,28.0,0.08173571428571429,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,-1.2868954166666668,0.07201704003813154
3689,1.4869691550834323,1.1809172908267014,1.073,0,3799.0,1,3714.0,3799.0,30,1,0.0,2.2886,2.2886,28.0,0.08173571428571429,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,-0.5264543300868674,-0.2632271650434337,-1.2868954166666668,0.07201704003813154
3690,1.160231215677703,1.2025905904596377,0.828,-1,3799.0,2,3773.0,3773.0,0,0,-0.6844,0.0,-0.6844,1.0,-0.6844,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.0,0.0,1.2261912863070539,0.07201704003813154
3691,0.7289598235769585,1.1981421110590185,0.519,0,3799.0,3,3773.0,3773.0,1,1,-0.6844,0.0,-0.6844,1.0,-0.6844,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.23853697323084067,0.11926848661542033,1.2261912863070539,0.07201704003813154
3692,0.43353857128838863,1.1962750211308262,0.319,0,3799.0,4,3773.0,3773.0,2,2,-0.6844,0.0,-0.6844,1.0,-0.6844,1.2261912863070539,0.06972914110429447,-1.2868954166666668,-0.07435120365912375,0.1060164325470403,0.035338810849013434,1.2261912863070539,0.07201704003813154
