time,open,high,low,close,volume,LH_MA_ALL.M1S   ,LH_MA_ALL.M2S   ,LH_MA_ALL.M3S   ,LH_MA_ALL.M2M   ,LH_MA_ALL.M3M   ,LH_MA_ALL.PV1   ,LH_MA_ALL.PV2   ,LH_MA_ALL.PV3   ,LH_MA_ALL.PEAK_PREV1,LH_MA_ALL.PEAK_PREV2,LH_MA_ALL.T_PREV1,LH_MA_ALL.T_PREV2,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO
2025/08/12-15:00,6336.8,6347.8,6336.2,6342.6,1768,6339.22,6337.88,6333.73,6325.57,6309.08,6378.63,6366.78,6381.52,6320.8,6320.8,6292.4,6292.4,0,17.68,7.86,7.55,8.67,0,0,0,0,           ,0,0,1,1,0,0,0.87,0.91,1.04,2.25,2.34,2.04,2.18,0,17.68,7.86,7.55,8.67,0,0,0,0,           ,0,0,1,1,0,0,0.87,0.91,1.04,2.25,2.34,2.04,2.18
2025/08/13-09:35,6351,6369.4,6351,6364.8,3271,6346.53,6342.02,6336.22,6327.17,6310.23,6381.5,6369.26,6383.61,6320.8,6320.8,6292.4,6292.4,0,32.71,12.37,8.78,8.91,0,1,0,1,12.37,0,0,1,1,1,1,0.99,1.39,1.41,2.64,3.73,3.67,1.85,0,32.71,12.37,8.78,8.91,0,1,0,1,12.37,0,0,1,1,1,1,0.99,1.39,1.41,2.64,3.73,3.67,1.85
2025/08/13-09:40,6365.4,6386.4,6364.2,6385.8,2434,6357.75,6348.75,6340.18,6329.56,6311.78,6384.38,6371.74,6385.7,6320.8,6320.8,6292.4,6292.4,0,24.34,14.55,9.54,9.06,0,0,0,1,14.55,0,0,1,0,0,0,1.05,1.61,1.53,1.67,2.55,2.69,0.74,0,24.34,14.55,9.54,9.06,0,0,0,1,14.55,0,0,1,0,0,0,1.05,1.61,1.53,1.67,2.55,2.69,0.74
2025/08/13-09:45,6385.8,6396.6,6381.8,6388.2,2371,6366.45,6354.82,6344.03,6331.96,6313.36,6387.25,6374.22,6387.79,6320.8,6320.8,6292.4,6292.4,0,23.71,16.22,10.23,9.21,0,0,0,1,16.22,0,0,1,0,0,0,1.11,1.76,1.59,1.46,2.32,2.58,0.97,0,23.71,16.22,10.23,9.21,0,0,0,1,16.22,0,0,1,0,0,0,1.11,1.76,1.59,1.46,2.32,2.58,0.97
2025/08/13-09:50,6388.2,6397.6,6382.2,6385,1884,6371.75,6359.46,6347.3,6334.12,6314.84,6390.13,6376.7,6389.89,6320.8,6320.8,6292.4,6292.4,0,18.84,16.69,10.65,9.3,0,0,0,1,16.69,0,1,0,0,0,0,1.14,1.79,1.57,1.13,1.77,2.03,0.79,0,18.84,16.69,10.65,9.3,0,0,0,1,16.69,0,1,0,0,0,0,1.14,1.79,1.57,1.13,1.77,2.03,0.79
2025/08/13-09:55,6385,6401.4,6384.6,6393,1641,6377.82,6364.62,6350.96,6336.53,6316.45,6393,6379.18,6391.98,6393,6320.8,6292.4,6292.4,0,16.41,16.64,10.93,9.37,0,0,0,0,16.64,0,1,0,0,0,0,1.17,1.78,1.52,0.99,1.5,1.75,0.87,0,16.41,16.64,10.93,9.37,0,0,0,0,16.64,0,1,0,0,0,0,1.17,1.78,1.52,0.99,1.5,1.75,0.87
2025/08/13-10:00,6392.8,6394.6,6383,6383.8,1364,6379.53,6367.57,6353.59,6338.46,6317.84,6387,6381.66,6394.07,6393,6320.8,6292.4,6292.4,0,13.64,16.1,11.06,9.41,0,0,0,0,16.1,0,1,0,0,0,0,1.17,1.71,1.46,0.85,1.23,1.45,0.83,0,13.64,16.1,11.06,9.41,0,0,0,0,16.1,0,1,0,0,0,0,1.17,1.71,1.46,0.85,1.23,1.45,0.83
2025/08/13-10:05,6383,6390.2,6371.2,6385,1818,6381.09,6370.25,6356.1,6340.36,6319.22,6381,6384.14,6396.16,6393,6320.8,6292.4,6292.4,0,18.18,16.47,11.41,9.5,0,0,0,0,16.47,0,1,0,0,0,0,1.2,1.73,1.44,1.1,1.59,1.91,1.33,0,18.18,16.47,11.41,9.5,0,0,0,0,16.47,0,1,0,0,0,0,1.2,1.73,1.44,1.1,1.59,1.91,1.33
2025/08/13-10:10,6384.2,6392.2,6374.6,6375,1152,6379.35,6370.98,6357.61,6341.77,6320.37,6375,6386.62,6398.25,6393,6320.8,6375,6292.4,0,11.52,15.57,11.41,9.52,0,0,0,0,15.57,1,0,0,0,0,0,1.2,1.64,1.36,0.74,1.01,1.21,0.63,0,11.52,15.57,11.41,9.52,0,0,0,0,15.57,1,0,0,0,0,0,1.2,1.64,1.36,0.74,1.01,1.21,0.63
2025/08/13-10:15,6375.4,6383.2,6366.2,6379,1325,6379.25,6372.22,6359.32,6343.29,6321.58,6378.58,6389.1,6400.34,6393,6320.8,6375,6292.4,0,13.25,15.15,11.5,9.56,0,0,0,0,15.15,0,1,0,0,0,0,1.2,1.59,1.32,0.87,1.15,1.39,1.15,0,13.25,15.15,11.5,9.56,0,0,0,0,15.15,0,1,0,0,0,0,1.2,1.59,1.32,0.87,1.15,1.39,1.15
2025/08/13-10:20,6379,6381,6373.4,6375,872,6378.04,6372.65,6360.58,6344.58,6322.68,6382.15,6391.58,6402.44,6393,6320.8,6375,6292.4,0,8.72,13.98,11.37,9.55,0,0,0,0,13.98,1,0,0,0,0,0,1.19,1.46,1.23,0.62,0.77,0.91,0.66,0,8.72,13.98,11.37,9.55,0,0,0,0,13.98,1,0,0,0,0,0,1.19,1.46,1.23,0.62,0.77,0.91,0.66
2025/08/13-10:25,6375,6384.8,6374.2,6381,636,6378.88,6373.93,6362.21,6346.07,6323.88,6385.73,6394.06,6404.53,6393,6320.8,6375,6292.4,0,6.36,12.6,11.12,9.52,0,0,0,0,12.6,1,0,0,0,0,0,1.17,1.32,1.13,0.5,0.57,0.67,0.73,0,6.36,12.6,11.12,9.52,0,0,0,0,12.6,1,0,0,0,0,0,1.17,1.32,1.13,0.5,0.57,0.67,0.73
2025/08/13-10:30,6380,6383.6,6377,6378.8,528,6378.86,6374.68,6363.54,6347.41,6325.02,6389.3,6396.54,6406.62,6393,6320.8,6375,6292.4,0,5.28,11.27,10.84,9.48,0,0,0,0,           ,1,0,0,0,0,0,1.14,1.19,1.04,0.47,0.49,0.56,0.83,0,5.28,11.27,10.84,9.48,0,0,0,0,           ,1,0,0,0,0,0,1.14,1.19,1.04,0.47,0.49,0.56,0.83
2025/08/13-10:35,6379.2,6386,6378.8,6384,570,6380.33,6376.11,6365.17,6348.9,6326.23,6392.88,6399.01,6408.71,6393,6320.8,6375,6292.4,0,5.7,10.25,10.59,9.44,0,0,0,0,           ,1,0,0,0,0,0,1.12,1.09,0.97,0.56,0.54,0.6,1.08,0,5.7,10.25,10.59,9.44,0,0,0,0,           ,1,0,0,0,0,0,1.12,1.09,0.97,0.56,0.54,0.6,1.08
2025/08/13-10:40,6384.6,6404,6384.6,6402.4,1266,6386.63,6380.16,6368.15,6351.08,6327.8,6396.45,6401.49,6410.8,6393,6320.8,6375,6292.4,0,12.66,10.69,10.69,9.47,0,0,0,0,           ,0,1,0,1,0,0,1.13,1.13,1,1.18,1.18,1.34,2.22,0,12.66,10.69,10.69,9.47,0,0,0,0,           ,0,1,0,1,0,0,1.13,1.13,1,1.18,1.18,1.34,2.22
2025/08/13-10:45,6402.2,6403.4,6390.8,6394.4,1014,6388.85,6382.35,6370.25,6352.85,6329.18,6400.02,6403.97,6412.89,6393,6320.8,6375,6292.4,0,10.14,10.59,10.66,9.48,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.12,0.99,0.96,0.95,1.07,0.8,0,10.14,10.59,10.66,9.48,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.12,0.99,0.96,0.95,1.07,0.8
2025/08/13-10:50,6394.4,6409.4,6390.4,6403.6,1462,6393.07,6385.62,6372.92,6354.92,6330.71,6403.6,6406.45,6414.99,6403.6,6320.8,6375,6292.4,0,14.62,11.32,10.86,9.53,0,0,0,0,           ,0,0,1,0,0,0,1.14,1.19,1.04,1.29,1.35,1.53,1.44,0,14.62,11.32,10.86,9.53,0,0,0,0,           ,0,0,1,0,0,0,1.14,1.19,1.04,1.29,1.35,1.53,1.44
2025/08/13-10:55,6403.8,6408,6389.4,6389.8,979,6392.13,6386.26,6374.27,6356.35,6331.93,6389.8,6408.93,6417.08,6403.6,6320.8,6389.8,6292.4,0,9.79,11.04,10.8,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.16,1.02,0.89,0.91,1.03,0.67,0,9.79,11.04,10.8,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.16,1.02,0.89,0.91,1.03,0.67
2025/08/13-11:00,6389.8,6403,6387,6403,941,6395.24,6388.84,6376.57,6358.25,6333.39,6393.19,6411.41,6419.17,6403.6,6320.8,6389.8,6292.4,0,9.41,10.75,10.74,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.13,1,0.88,0.88,0.99,0.96,0,9.41,10.75,10.74,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.13,1,0.88,0.88,0.99,0.96
2025/08/13-11:05,6402.4,6406.2,6397.6,6400,781,6396.6,6390.55,6378.44,6359.95,6334.77,6396.58,6413.89,6421.26,6403.6,6320.8,6389.8,6292.4,0,7.81,10.21,10.59,9.51,0,0,0,0,           ,1,0,0,0,0,0,1.11,1.07,0.96,0.76,0.74,0.82,0.83,0,7.81,10.21,10.59,9.51,0,0,0,0,           ,1,0,0,0,0,0,1.11,1.07,0.96,0.76,0.74,0.82,0.83
2025/08/13-11:10,6400,6414.4,6400,6411.2,1018,6400.77,6393.73,6381.06,6362.05,6336.34,6399.97,6416.37,6423.35,6403.6,6320.8,6389.8,6292.4,0,10.18,10.21,10.57,9.52,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.07,0.97,1,0.96,1.07,1.3,0,10.18,10.21,10.57,9.52,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.07,0.97,1,0.96,1.07,1.3
2025/08/13-11:15,6411.2,6424.4,6411,6421.2,1276,6406.61,6397.96,6384.28,6364.46,6338.09,6403.36,6418.85,6425.44,6403.6,6320.8,6389.8,6292.4,0,12.76,10.67,10.68,9.55,0,0,0,0,           ,0,0,1,0,0,0,1.12,1.12,1,1.2,1.19,1.34,1.25,0,12.76,10.67,10.68,9.55,0,0,0,0,           ,0,0,1,0,0,0,1.12,1.12,1,1.2,1.19,1.34,1.25
2025/08/13-11:20,6421.8,6431.8,6421.4,6430.4,1426,6413.41,6402.95,6387.97,6367.15,6340,6406.75,6421.33,6427.54,6403.6,6320.8,6389.8,6292.4,0,14.26,11.32,10.85,9.6,0,0,0,0,           ,0,0,1,0,0,0,1.13,1.18,1.04,1.26,1.31,1.49,1.12,0,14.26,11.32,10.85,9.6,0,0,0,0,           ,0,0,1,0,0,0,1.13,1.18,1.04,1.26,1.31,1.49,1.12
2025/08/13-11:25,6429.6,6431.2,6418.6,6429.6,1156,6418.03,6407.05,6391.3,6369.7,6341.84,6410.14,6423.81,6429.63,6403.6,6320.8,6389.8,6292.4,0,11.56,11.37,10.89,9.62,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.18,1.04,1.02,1.06,1.2,0.81,0,11.56,11.37,10.89,9.62,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.18,1.04,1.02,1.06,1.2,0.81
2025/08/13-11:30,6429.8,6440,6425.2,6438.2,1161,6423.79,6411.84,6395.05,6372.5,6343.83,6413.53,6426.29,6431.72,6403.6,6320.8,6389.8,6292.4,0,11.61,11.41,10.92,9.64,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.18,1.04,1.02,1.06,1.2,1,0,11.61,11.41,10.92,9.64,0,0,0,0,           ,0,1,0,0,0,0,1.13,1.18,1.04,1.02,1.06,1.2,1
2025/08/13-13:05,6437.6,6442.8,6431.6,6436.8,1575,6427.51,6415.68,6398.39,6375.12,6345.75,6416.92,6428.77,6433.81,6403.6,6320.8,6389.8,6292.4,0,15.75,12.2,11.16,9.7,0,0,0,0,           ,0,0,1,0,0,0,1.15,1.26,1.09,1.29,1.41,1.62,1.36,0,15.75,12.2,11.16,9.7,0,0,0,0,           ,0,0,1,0,0,0,1.15,1.26,1.09,1.29,1.41,1.62,1.36
2025/08/13-13:10,6437.8,6440.6,6431.6,6439,908,6430.79,6419.27,6401.64,6377.73,6347.67,6420.31,6431.25,6435.9,6403.6,6320.8,6389.8,6292.4,0,9.08,11.63,11.06,9.69,0,0,0,0,           ,1,0,0,0,0,0,1.14,1.2,1.05,0.78,0.82,0.94,0.58,0,9.08,11.63,11.06,9.69,0,0,0,0,           ,1,0,0,0,0,0,1.14,1.2,1.05,0.78,0.82,0.94,0.58
2025/08/13-13:15,6438.8,6441,6433.2,6435,738,6432,6421.69,6404.31,6380.07,6349.47,6423.7,6433.73,6437.99,6403.6,6320.8,6389.8,6292.4,0,7.38,10.86,10.88,9.67,0,0,0,0,           ,1,0,0,0,0,0,1.12,1.12,1,0.68,0.68,0.76,0.81,0,7.38,10.86,10.88,9.67,0,0,0,0,           ,1,0,0,0,0,0,1.12,1.12,1,0.68,0.68,0.76,0.81
2025/08/13-13:20,6435.4,6451,6434,6445,1148,6435.71,6425.27,6407.56,6382.72,6351.44,6427.1,6436.21,6440.08,6403.6,6320.8,6389.8,6292.4,0,11.48,10.97,10.91,9.69,0,0,0,0,           ,0,1,0,1,0,0,1.13,1.13,1.01,1.05,1.05,1.18,1.56,0,11.48,10.97,10.91,9.69,0,0,0,0,           ,0,1,0,1,0,0,1.13,1.13,1.01,1.05,1.05,1.18,1.56
2025/08/13-13:25,6444.6,6448.8,6432.2,6433.2,1100,6434.99,6426.49,6409.61,6384.78,6353.13,6430.49,6438.69,6442.18,6403.6,6320.8,6389.8,6292.4,0,11,10.98,10.91,9.7,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.13,1.01,1,1.01,1.13,0.96,0,11,10.98,10.91,9.7,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.13,1.01,1,1.01,1.13,0.96
2025/08/13-13:30,6433.2,6440.6,6432.6,6434.8,952,6434.94,6427.77,6411.63,6386.82,6354.81,6433.88,6441.16,6444.27,6403.6,6320.8,6389.8,6292.4,0,9.52,10.71,10.84,9.7,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.1,0.99,0.89,0.88,0.98,0.87,0,9.52,10.71,10.84,9.7,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.1,0.99,0.89,0.88,0.98,0.87
2025/08/13-13:35,6434.8,6445.2,6434.2,6438,679,6435.81,6429.35,6413.74,6388.91,6356.53,6437.27,6443.64,6446.36,6403.6,6320.8,6389.8,6292.4,0,6.79,10,10.65,9.67,0,0,0,0,           ,1,0,0,0,0,0,1.1,1.03,0.94,0.68,0.64,0.7,0.71,0,6.79,10,10.65,9.67,0,0,0,0,           ,1,0,0,0,0,0,1.1,1.03,0.94,0.68,0.64,0.7,0.71
2025/08/13-13:40,6438.6,6448.6,6438.6,6443.8,576,6438.09,6431.57,6416.14,6391.15,6358.33,6440.66,6446.12,6448.45,6403.6,6320.8,6389.8,6292.4,0,5.76,9.23,10.41,9.63,0,0,0,0,           ,1,0,0,0,0,0,1.08,0.96,0.89,0.62,0.55,0.6,0.85,0,5.76,9.23,10.41,9.63,0,0,0,0,           ,1,0,0,0,0,0,1.08,0.96,0.89,0.62,0.55,0.6,0.85
2025/08/13-13:45,6443.8,6448.8,6442.6,6443.8,520,6439.72,6433.45,6418.36,6393.3,6360.09,6444.05,6448.6,6450.54,6403.6,6320.8,6389.8,6292.4,0,5.2,8.5,10.15,9.59,0,0,0,0,           ,1,0,0,0,0,0,1.06,0.89,0.84,0.61,0.51,0.54,0.9,0,5.2,8.5,10.15,9.59,0,0,0,0,           ,1,0,0,0,0,0,1.06,0.89,0.84,0.61,0.51,0.54,0.9
2025/08/13-13:50,6443.4,6451.6,6439.4,6451,666,6442.95,6436.15,6420.97,6395.65,6361.96,6447.44,6451.08,6452.63,6403.6,6320.8,6389.8,6292.4,0,6.66,8.16,9.98,9.56,0,0,0,0,           ,0,1,0,0,0,0,1.04,0.85,0.82,0.82,0.67,0.7,1.28,0,6.66,8.16,9.98,9.56,0,0,0,0,           ,0,1,0,0,0,0,1.04,0.85,0.82,0.82,0.67,0.7,1.28
2025/08/13-13:55,6451,6451.8,6444,6444.2,752,6443.3,6437.39,6422.83,6397.63,6363.66,6450.83,6453.56,6454.73,6403.6,6320.8,6389.8,6292.4,0,7.52,8.05,9.86,9.54,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.84,0.82,0.93,0.76,0.79,1.13,0,7.52,8.05,9.86,9.54,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.84,0.82,0.93,0.76,0.79,1.13
2025/08/13-14:00,6444,6449.4,6442.2,6449.4,741,6445.05,6439.24,6424.95,6399.75,6365.43,6454.22,6456.04,6456.82,6403.6,6320.8,6389.8,6292.4,0,7.41,7.93,9.74,9.52,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.83,0.81,0.93,0.76,0.78,0.99,0,7.41,7.93,9.74,9.52,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.83,0.81,0.93,0.76,0.78,0.99
2025/08/13-14:05,6449.8,6458.8,6449.8,6455,1132,6447.89,6441.66,6427.36,6402,6367.27,6457.61,6458.52,6458.91,6403.6,6320.8,6389.8,6292.4,0,11.32,8.55,9.82,9.53,0,0,0,0,           ,0,0,1,1,0,0,1.03,0.9,0.87,1.32,1.15,1.19,1.53,0,11.32,8.55,9.82,9.53,0,0,0,0,           ,0,0,1,1,0,0,1.03,0.9,0.87,1.32,1.15,1.19,1.53
2025/08/13-14:10,6454.8,6463,6452.2,6461,936,6451.64,6444.64,6430.05,6404.41,6369.21,6461,6461,6461,6461,6461,6389.8,6292.4,0,9.36,8.69,9.8,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.91,0.89,1.08,0.96,0.98,0.83,0,9.36,8.69,9.8,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.91,0.89,1.08,0.96,0.98,0.83
2025/08/13-14:15,6461,6462.2,6449.4,6454,893,6452.31,6446.08,6431.96,6406.43,6370.95,6453,6453,6458.46,6461,6461,6389.8,6292.4,0,8.93,8.74,9.76,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.92,0.9,1.02,0.92,0.94,0.95,0,8.93,8.74,9.76,9.53,0,0,0,0,           ,0,1,0,0,0,0,1.02,0.92,0.9,1.02,0.92,0.94,0.95
2025/08/13-14:20,6454,6462.2,6450.2,6450.2,1044,6451.71,6446.71,6433.42,6408.22,6372.59,6445,6445,6455.91,6461,6461,6389.8,6292.4,0,10.44,9.05,9.79,9.54,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.95,0.92,1.15,1.07,1.09,1.17,0,10.44,9.05,9.79,9.54,0,0,0,0,           ,0,1,0,0,0,0,1.03,0.95,0.92,1.15,1.07,1.09,1.17
2025/08/13-14:25,6450.4,6450.4,6434,6443.4,1668,6449.33,6446.2,6434.22,6409.66,6374.05,6437,6437,6453.37,6461,6461,6389.8,6292.4,0,16.68,10.43,10.13,9.61,0,0,0,0,           ,0,0,1,1,0,0,1.05,1.09,1.03,1.6,1.65,1.74,1.6,0,16.68,10.43,10.13,9.61,0,0,0,0,           ,0,0,1,1,0,0,1.05,1.09,1.03,1.6,1.65,1.74,1.6
2025/08/13-14:30,6442.8,6443.8,6420,6429,1894,6443.52,6443.56,6433.8,6410.45,6375.18,6429,6429,6450.83,6461,6461,6429,6429,0,18.94,11.98,10.56,9.7,0,0,0,0,           ,0,0,1,0,0,0,1.09,1.24,1.14,1.58,1.79,1.95,1.14,0,18.94,11.98,10.56,9.7,0,0,0,0,           ,0,0,1,0,0,0,1.09,1.24,1.14,1.58,1.79,1.95,1.14
2025/08/13-14:35,6429,6437,6428.4,6429,1098,6439.37,6441.32,6433.42,6411.2,6376.29,6432.8,6430.51,6448.28,6461,6461,6429,6429,0,10.98,11.8,10.58,9.71,0,0,0,0,           ,0,1,0,0,0,0,1.09,1.21,1.12,0.93,1.04,1.13,0.58,0,10.98,11.8,10.58,9.71,0,0,0,0,           ,0,1,0,0,0,0,1.09,1.21,1.12,0.93,1.04,1.13,0.58
2025/08/13-14:40,6429,6441.2,6425,6439.4,975,6439.38,6441.02,6433.9,6412.35,6377.59,6436.6,6432.01,6445.74,6461,6461,6429,6429,0,9.75,11.43,10.54,9.71,0,0,0,0,           ,0,1,0,0,0,0,1.08,1.18,1.08,0.85,0.93,1,0.89,0,9.75,11.43,10.54,9.71,0,0,0,0,           ,0,1,0,0,0,0,1.08,1.18,1.08,0.85,0.93,1,0.89
2025/08/13-14:45,6438,6443.6,6436,6441.8,800,6440.07,6441.14,6434.53,6413.56,6378.92,6440.4,6433.52,6443.19,6461,6461,6429,6429,0,8,10.8,10.41,9.7,0,0,0,0,           ,1,0,0,0,0,0,1.07,1.11,1.04,0.74,0.77,0.83,0.82,0,8,10.8,10.41,9.7,0,0,0,0,           ,1,0,0,0,0,0,1.07,1.11,1.04,0.74,0.77,0.83,0.82
2025/08/13-14:50,6441.8,6466,6441,6442.2,1416,6440.68,6441.3,6435.14,6414.72,6380.22,6444.2,6435.02,6440.65,6461,6461,6429,6429,0,14.16,11.41,10.59,9.74,0,0,0,0,           ,0,0,1,1,0,0,1.09,1.17,1.08,1.24,1.34,1.45,1.77,0,14.16,11.41,10.59,9.74,0,0,0,0,           ,0,0,1,1,0,0,1.09,1.17,1.08,1.24,1.34,1.45,1.77
2025/08/13-14:55,6442.2,6450.6,6438,6448.6,1254,6442.94,6442.43,6436.22,6416.11,6381.63,6448,6436.53,6438.11,6461,6461,6429,6429,0,12.54,11.62,10.69,9.77,0,0,0,0,           ,0,1,0,0,0,0,1.09,1.19,1.09,1.08,1.17,1.28,0.89,0,12.54,11.62,10.69,9.77,0,0,0,0,           ,0,1,0,0,0,0,1.09,1.19,1.09,1.08,1.17,1.28,0.89
2025/08/13-15:00,6449.4,6452,6447.4,6451.8,1471,6445.47,6443.87,6437.47,6417.56,6383.08,6451.8,6438.03,6435.56,6451.8,6461,6429,6429,0,14.71,12.18,10.89,9.82,0,0,0,0,           ,0,0,1,0,0,0,1.11,1.24,1.12,1.21,1.35,1.5,1.17,0,14.71,12.18,10.89,9.82,0,0,0,0,           ,0,0,1,0,0,0,1.11,1.24,1.12,1.21,1.35,1.5,1.17
2025/08/14-09:35,6466,6468.8,6450,6451.6,4070,6447.22,6445.06,6438.6,6418.95,6384.49,6449.37,6439.54,6433.02,6451.8,6461,6429,6429,0,40.7,17.37,12.34,10.12,0,1,0,1,17.37,0,0,1,1,1,1,1.22,1.72,1.41,2.34,3.3,4.02,2.77,0,40.7,17.37,12.34,10.12,0,1,0,1,17.37,0,0,1,1,1,1,1.22,1.72,1.41,2.34,3.3,4.02,2.77
2025/08/14-09:40,6451.8,6453.4,6441,6441.8,2416,6445.67,6444.56,6438.85,6419.89,6385.67,6446.93,6441.04,6430.48,6451.8,6461,6429,6429,0,24.16,18.6,12.92,10.26,0,0,0,1,18.6,0,0,1,0,0,0,1.26,1.81,1.44,1.3,1.87,2.35,0.59,0,24.16,18.6,12.92,10.26,0,0,0,1,18.6,0,0,1,0,0,0,1.26,1.81,1.44,1.3,1.87,2.35,0.59
2025/08/14-09:45,6441.8,6448.4,6439.2,6442,2073,6444.62,6444.16,6439.11,6420.79,6386.83,6444.5,6442.55,6427.93,6451.8,6461,6429,6429,0,20.73,18.99,13.3,10.37,0,0,0,0,18.99,0,1,0,0,0,0,1.28,1.83,1.43,1.09,1.56,2,0.86,0,20.73,18.99,13.3,10.37,0,0,0,0,18.99,0,1,0,0,0,0,1.28,1.83,1.43,1.09,1.56,2,0.86
2025/08/14-09:50,6442,6451.4,6434.2,6448.4,1990,6445.7,6444.81,6439.85,6421.92,6388.1,6442.07,6444.05,6425.39,6451.8,6461,6429,6429,0,19.9,19.15,13.62,10.46,0,0,0,0,19.15,0,1,0,0,0,0,1.3,1.83,1.41,1.04,1.46,1.9,0.96,0,19.9,19.15,13.62,10.46,0,0,0,0,19.15,0,1,0,0,0,0,1.3,1.83,1.41,1.04,1.46,1.9,0.96
2025/08/14-09:55,6448.4,6454.8,6438.8,6444.4,2043,6445.33,6444.75,6440.21,6422.83,6389.26,6439.63,6445.56,6422.85,6451.8,6461,6429,6429,0,20.43,19.39,13.95,10.56,0,0,0,0,19.39,0,1,0,0,0,0,1.32,1.84,1.39,1.05,1.46,1.93,1.03,0,20.43,19.39,13.95,10.56,0,0,0,0,19.39,0,1,0,0,0,0,1.32,1.84,1.39,1.05,1.46,1.93,1.03
2025/08/14-10:00,6444.2,6446.8,6435,6437.2,1180,6443.01,6443.59,6439.97,6423.42,6390.25,6437.2,6447.06,6420.3,6451.8,6461,6437.2,6429,0,11.8,18.01,13.85,10.57,0,0,0,0,18.01,1,0,0,0,0,0,1.31,1.7,1.3,0.66,0.85,1.12,0.58,0,11.8,18.01,13.85,10.57,0,0,0,0,18.01,1,0,0,0,0,0,1.31,1.7,1.3,0.66,0.85,1.12,0.58
2025/08/14-10:05,6437.2,6448.8,6433.8,6446.8,1253,6444.09,6444.08,6440.52,6424.37,6391.42,6440.11,6448.57,6417.76,6451.8,6461,6437.2,6429,0,12.53,17.01,13.78,10.59,0,0,0,0,17.01,1,0,0,0,0,0,1.3,1.61,1.23,0.74,0.91,1.18,1.06,0,12.53,17.01,13.78,10.59,0,0,0,0,17.01,1,0,0,0,0,0,1.3,1.61,1.23,0.74,0.91,1.18,1.06
2025/08/14-10:10,6446.8,6457,6441,6453,1257,6446.64,6445.46,6441.52,6425.54,6392.69,6443.03,6450.07,6415.22,6451.8,6461,6437.2,6429,0,12.57,16.2,13.72,10.61,0,0,0,0,16.2,1,0,0,0,0,0,1.29,1.53,1.18,0.78,0.92,1.18,1,0,12.57,16.2,13.72,10.61,0,0,0,0,16.2,1,0,0,0,0,0,1.29,1.53,1.18,0.78,0.92,1.18,1
